# DL_YM,DL_GD_LCLS_NM,DL_GD_LCLS_CD,DL_GD_MCLS_NM,DL_GD_MCLS_CD,DL_GD_SCLS_NM,DL_GD_SCLS_CD,GD_LCLS_NM,GD_LCLS_CD,GD_MCLS_NM,GD_MCLS_CD,GD_SCLS_NM,GD_SCLS_CD,CTPV_NM,CTPV_CD,CTGG_NM,CTGG_CD,EMD_NM,EMD_CD,INVC_CONT
201904,디지털/가전,1003,생활가전,10031006,다리미,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,세탁기 및 가전용품,520103,서울특별시,11,종로구,11110,구기동,1111018200,10
201904,디지털/가전,1003,생활가전,10031006,다리미,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,세탁기 및 가전용품,520103,서울특별시,11,금천구,11545,가산동,1154510100,209
201904,디지털/가전,1003,생활가전,10031006,다리미,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,세탁기 및 가전용품,520103,서울특별시,11,종로구,11110,부암동,1111018400,10
201904,식품,1006,음료,10061009,주스/과즙음료,1.0061E+11,식음료품 및 담배,50,음료,5008,비알콜성 음료 및 기타 음료,500803,서울특별시,11,종로구,11110,부암동,1111018400,28
201904,디지털/가전,1003,음향가전,10031008,스피커,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,영상기기 및 액세서리,520202,서울특별시,11,종로구,11110,구기동,1111018200,5
201904,식품,1006,음료,10061009,주스/과즙음료,1.0061E+11,식음료품 및 담배,50,음료,5008,비알콜성 음료 및 기타 음료,500803,서울특별시,11,금천구,11545,가산동,1154510100,314
201904,식품,1006,음료,10061009,주스/과즙음료,1.0061E+11,식음료품 및 담배,50,음료,5008,비알콜성 음료 및 기타 음료,500803,서울특별시,11,종로구,11110,공평동,1111012700,14
201904,식품,1006,음료,10061009,주스/과즙음료,1.0061E+11,식음료품 및 담배,50,음료,5008,비알콜성 음료 및 기타 음료,500803,서울특별시,11,종로구,11110,묘동,1111015100,21
201904,식품,1006,농산물,10061006,채소,1.0061E+11,식음료품 및 담배,50,농산물,5001,채소,500103,서울특별시,11,종로구,11110,부암동,1111018400,55
201904,식품,1006,농산물,10061006,채소,1.0061E+11,식음료품 및 담배,50,농산물,5001,채소,500103,서울특별시,11,종로구,11110,묘동,1111015100,6
201904,생활건강,1004,주방용품,10041020,보관용기/밀폐용기,1.0041E+11,가정용품 및 가전제품,52,주방용품,5204,음식수납용기,520402,서울특별시,11,종로구,11110,묘동,1111015100,4
201904,생활건강,1004,주방용품,10041020,보관용기/밀폐용기,1.0041E+11,가정용품 및 가전제품,52,주방용품,5204,음식수납용기,520402,서울특별시,11,금천구,11545,가산동,1154510100,410
201904,디지털/가전,1003,주방가전,10031012,커피머신,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,금천구,11545,가산동,1154510100,343
201904,디지털/가전,1003,생활가전,10031006,구강청정기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,욕실용 가전기기,520102,서울특별시,11,종로구,11110,묘동,1111015100,2
201904,디지털/가전,1003,주방가전,10031012,커피머신,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,구기동,1111018200,46
201904,디지털/가전,1003,생활가전,10031006,구강청정기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,욕실용 가전기기,520102,서울특별시,11,금천구,11545,가산동,1154510100,168
201904,디지털/가전,1003,생활가전,10031006,구강청정기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,욕실용 가전기기,520102,서울특별시,11,종로구,11110,부암동,1111018400,8
201904,식품,1006,농산물,10061006,채소,1.0061E+11,식음료품 및 담배,50,농산물,5001,채소,500103,서울특별시,11,금천구,11545,가산동,1154510100,323
201904,생활건강,1004,주방용품,10041020,보관용기/밀폐용기,1.0041E+11,가정용품 및 가전제품,52,주방용품,5204,음식수납용기,520402,서울특별시,11,종로구,11110,공평동,1111012700,25
201904,생활건강,1004,주방용품,10041020,보관용기/밀폐용기,1.0041E+11,가정용품 및 가전제품,52,주방용품,5204,음식수납용기,520402,서울특별시,11,종로구,11110,부암동,1111018400,39
201904,식품,1006,농산물,10061006,채소,1.0061E+11,식음료품 및 담배,50,농산물,5001,채소,500103,서울특별시,11,종로구,11110,공평동,1111012700,3
201904,식품,1006,농산물,10061006,채소,1.0061E+11,식음료품 및 담배,50,농산물,5001,채소,500103,서울특별시,11,종로구,11110,구기동,1111018200,100
201904,생활건강,1004,주방용품,10041020,보관용기/밀폐용기,1.0041E+11,가정용품 및 가전제품,52,주방용품,5204,음식수납용기,520402,서울특별시,11,종로구,11110,구기동,1111018200,85
201904,생활건강,1004,공구,10041002,설비공구,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,종로구,11110,구기동,1111018200,3
201904,생활건강,1004,공구,10041002,설비공구,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,종로구,11110,묘동,1111015100,1
201904,디지털/가전,1003,생활가전,10031006,구강청정기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,욕실용 가전기기,520102,서울특별시,11,종로구,11110,구기동,1111018200,19
201904,디지털/가전,1003,생활가전,10031006,구강청정기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,욕실용 가전기기,520102,서울특별시,11,종로구,11110,공평동,1111012700,2
201904,디지털/가전,1003,생활가전,10031006,다리미,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,세탁기 및 가전용품,520103,서울특별시,11,종로구,11110,묘동,1111015100,1
201904,디지털/가전,1003,이미용가전,10031009,이미용기기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,욕실용 가전기기,520102,서울특별시,11,종로구,11110,부암동,1111018400,17
201904,식품,1006,가공식품,10061001,조미료,1.0061E+11,식음료품 및 담배,50,김치 및 향신료,5005,조미료/양념 및 방부제,500502,서울특별시,11,종로구,11110,공평동,1111012700,7
201904,식품,1006,가공식품,10061001,조미료,1.0061E+11,식음료품 및 담배,50,김치 및 향신료,5005,조미료/양념 및 방부제,500502,서울특별시,11,종로구,11110,구기동,1111018200,34
201904,디지털/가전,1003,주방가전,10031012,전기포트,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,금천구,11545,가산동,1154510100,82
201904,디지털/가전,1003,주방가전,10031012,전기포트,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,공평동,1111012700,1
201904,화장품/미용,1010,뷰티소품,10101004,헤어소품,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,공평동,1111012700,5
201904,디지털/가전,1003,영상가전,10031007,TV,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,음향기기 및 액세서리,520201,서울특별시,11,종로구,11110,공평동,1111012700,1
201904,디지털/가전,1003,영상가전,10031007,TV,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,음향기기 및 액세서리,520201,서울특별시,11,금천구,11545,가산동,1154510100,50
201904,디지털/가전,1003,영상가전,10031007,TV,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,음향기기 및 액세서리,520201,서울특별시,11,종로구,11110,부암동,1111018400,2
201904,디지털/가전,1003,영상가전,10031007,TV,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,음향기기 및 액세서리,520201,서울특별시,11,종로구,11110,묘동,1111015100,2
201904,식품,1006,가공식품,10061001,가공식품기타,1.0061E+11,식음료품 및 담배,50,가공식품,5006,가공식품 및 식품 기타,500607,서울특별시,11,금천구,11545,가산동,1154510100,887
201904,식품,1006,가공식품,10061001,가공식품기타,1.0061E+11,식음료품 및 담배,50,가공식품,5006,가공식품 및 식품 기타,500607,서울특별시,11,종로구,11110,공평동,1111012700,16
201904,화장품/미용,1010,뷰티소품,10101004,헤어소품,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,금천구,11545,가산동,1154510100,169
201904,생활건강,1004,정원/원예용품,10041019,정원/원예용품,1.0041E+11,애완 동물 및 원예,10,식물/원예,1003,원예 장비 및 재료,100302,서울특별시,11,종로구,11110,묘동,1111015100,1
201904,생활건강,1004,정원/원예용품,10041019,정원/원예용품,1.0041E+11,애완 동물 및 원예,10,식물/원예,1003,원예 장비 및 재료,100302,서울특별시,11,종로구,11110,구기동,1111018200,16
201904,생활건강,1004,공구,10041002,측정공구,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,종로구,11110,공평동,1111012700,2
201904,디지털/가전,1003,음향가전,10031008,홈시어터,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,음향기기 및 액세서리,520201,서울특별시,11,종로구,11110,부암동,1111018400,2
201904,디지털/가전,1003,음향가전,10031008,홈시어터,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,음향기기 및 액세서리,520201,서울특별시,11,종로구,11110,구기동,1111018200,4
201904,생활건강,1004,정원/원예용품,10041019,정원/원예용품,1.0041E+11,애완 동물 및 원예,10,식물/원예,1003,원예 장비 및 재료,100302,서울특별시,11,종로구,11110,부암동,1111018400,14
201904,생활건강,1004,정원/원예용품,10041019,정원/원예용품,1.0041E+11,애완 동물 및 원예,10,식물/원예,1003,원예 장비 및 재료,100302,서울특별시,11,금천구,11545,가산동,1154510100,189
201904,생활건강,1004,공구,10041002,측정공구,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,종로구,11110,부암동,1111018400,3
201904,생활건강,1004,애완,10041012,애완,1.0041E+11,애완 동물 및 원예,10,애완동물용품,1002,애완동물 액세서리 및 장비,100201,서울특별시,11,종로구,11110,공평동,1111012700,11
201904,생활건강,1004,애완,10041012,애완,1.0041E+11,애완 동물 및 원예,10,애완동물용품,1002,애완동물 액세서리 및 장비,100201,서울특별시,11,종로구,11110,묘동,1111015100,12
201904,식품,1006,농산물,10061006,농산물기타,1.0061E+11,식음료품 및 담배,50,농산물,5001,농산물 기타,500104,서울특별시,11,종로구,11110,부암동,1111018400,58
201904,식품,1006,농산물,10061006,농산물기타,1.0061E+11,식음료품 및 담배,50,농산물,5001,농산물 기타,500104,서울특별시,11,종로구,11110,묘동,1111015100,8
201904,식품,1006,농산물,10061006,농산물기타,1.0061E+11,식음료품 및 담배,50,농산물,5001,농산물 기타,500104,서울특별시,11,금천구,11545,가산동,1154510100,468
201904,식품,1006,농산물,10061006,농산물기타,1.0061E+11,식음료품 및 담배,50,농산물,5001,농산물 기타,500104,서울특별시,11,종로구,11110,구기동,1111018200,66
201904,식품,1006,농산물,10061006,농산물기타,1.0061E+11,식음료품 및 담배,50,농산물,5001,농산물 기타,500104,서울특별시,11,종로구,11110,공평동,1111012700,14
201904,가구/인테리어,1001,홈데코,10011015,홈데코기타,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,기타 홈데코 가구 및 액세서리,560104,서울특별시,11,종로구,11110,공평동,1111012700,4
201904,가구/인테리어,1001,홈데코,10011015,홈데코기타,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,기타 홈데코 가구 및 액세서리,560104,서울특별시,11,종로구,11110,묘동,1111015100,1
201904,가구/인테리어,1001,홈데코,10011015,홈데코기타,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,기타 홈데코 가구 및 액세서리,560104,서울특별시,11,금천구,11545,가산동,1154510100,168
201904,가구/인테리어,1001,홈데코,10011015,홈데코기타,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,기타 홈데코 가구 및 액세서리,560104,서울특별시,11,종로구,11110,구기동,1111018200,11
201904,가구/인테리어,1001,홈데코,10011015,홈데코기타,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,기타 홈데코 가구 및 액세서리,560104,서울특별시,11,종로구,11110,부암동,1111018400,2
201904,생활건강,1004,욕실용품,10041014,면도용품,1.0041E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,부암동,1111018400,11
201904,식품,1006,과자/간식,10061003,과자,1.0061E+11,식음료품 및 담배,50,가공식품,5006,스낵/과자류,500601,서울특별시,11,종로구,11110,공평동,1111012700,36
201904,식품,1006,과자/간식,10061003,과자,1.0061E+11,식음료품 및 담배,50,가공식품,5006,스낵/과자류,500601,서울특별시,11,종로구,11110,묘동,1111015100,41
201904,식품,1006,과자/간식,10061003,과자,1.0061E+11,식음료품 및 담배,50,가공식품,5006,스낵/과자류,500601,서울특별시,11,종로구,11110,구기동,1111018200,139
201904,생활건강,1004,욕실용품,10041014,면도용품,1.0041E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,금천구,11545,가산동,1154510100,197
201904,생활건강,1004,의료용품,10041017,의료용품기타,1.0041E+11,의료용 기구 및 용품,42,응급처치 및 개인 건강 용품,4203,개인용 건강/위생용품 및 액세서리,420302,서울특별시,11,종로구,11110,구기동,1111018200,7
201904,식품,1006,음료,10061009,주스/과즙음료,1.0061E+11,식음료품 및 담배,50,음료,5008,비알콜성 음료 및 기타 음료,500803,서울특별시,11,종로구,11110,구기동,1111018200,21
201904,디지털/가전,1003,음향가전,10031008,스피커,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,영상기기 및 액세서리,520202,서울특별시,11,금천구,11545,가산동,1154510100,130
201904,디지털/가전,1003,음향가전,10031008,스피커,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,영상기기 및 액세서리,520202,서울특별시,11,종로구,11110,묘동,1111015100,2
201904,식품,1006,가공식품,10061001,간편식,1.0061E+11,식음료품 및 담배,50,가공식품,5006,조리식품,500602,서울특별시,11,종로구,11110,묘동,1111015100,25
201904,식품,1006,가공식품,10061001,간편식,1.0061E+11,식음료품 및 담배,50,가공식품,5006,조리식품,500602,서울특별시,11,금천구,11545,가산동,1154510100,1746
201904,식품,1006,가공식품,10061001,간편식,1.0061E+11,식음료품 및 담배,50,가공식품,5006,조리식품,500602,서울특별시,11,종로구,11110,구기동,1111018200,241
201904,화장품/미용,1010,뷰티소품,10101004,메이크업브러시,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,부암동,1111018400,7
201904,화장품/미용,1010,뷰티소품,10101004,메이크업브러시,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,구기동,1111018200,8
201904,화장품/미용,1010,뷰티소품,10101004,메이크업브러시,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,금천구,11545,가산동,1154510100,280
201904,식품,1006,반찬,10061007,김치,1.0061E+11,식음료품 및 담배,50,김치 및 향신료,5005,김치,500501,서울특별시,11,종로구,11110,공평동,1111012700,2
201904,식품,1006,반찬,10061007,김치,1.0061E+11,식음료품 및 담배,50,김치 및 향신료,5005,김치,500501,서울특별시,11,종로구,11110,부암동,1111018400,8
201904,식품,1006,반찬,10061007,김치,1.0061E+11,식음료품 및 담배,50,김치 및 향신료,5005,김치,500501,서울특별시,11,종로구,11110,구기동,1111018200,16
201904,가구/인테리어,1001,서재/사무용가구,10011003,서재용가구,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,실내용 가구,560101,서울특별시,11,종로구,11110,부암동,1111018400,7
201904,가구/인테리어,1001,인테리어소품,10011009,시계,1.0011E+11,시계/보석 및 패션제품,54,시계류,5402,설치용 시계,540202,서울특별시,11,금천구,11545,가산동,1154510100,201
201904,가구/인테리어,1001,서재/사무용가구,10011003,서재용가구,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,실내용 가구,560101,서울특별시,11,종로구,11110,구기동,1111018200,12
201904,가구/인테리어,1001,서재/사무용가구,10011003,서재용가구,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,실내용 가구,560101,서울특별시,11,종로구,11110,공평동,1111012700,2
201904,가구/인테리어,1001,인테리어소품,10011009,시계,1.0011E+11,시계/보석 및 패션제품,54,시계류,5402,설치용 시계,540202,서울특별시,11,종로구,11110,구기동,1111018200,9
201904,디지털/가전,1003,주방가전,10031012,전자레인지,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,부암동,1111018400,2
201904,디지털/가전,1003,주방가전,10031012,커피머신,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,공평동,1111012700,24
201904,디지털/가전,1003,주방가전,10031012,커피머신,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,부암동,1111018400,17
201904,생활건강,1004,공구,10041002,설비공구,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,금천구,11545,가산동,1154510100,55
201904,디지털/가전,1003,주방가전,10031012,전자레인지,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,금천구,11545,가산동,1154510100,40
201904,디지털/가전,1003,주방가전,10031012,전자레인지,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,구기동,1111018200,2
201904,디지털/가전,1003,계절가전,10031002,가습기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,기타 가전기기 및 제품,520104,서울특별시,11,종로구,11110,구기동,1111018200,4
201904,디지털/가전,1003,계절가전,10031002,가습기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,기타 가전기기 및 제품,520104,서울특별시,11,금천구,11545,가산동,1154510100,130
201904,디지털/가전,1003,주방가전,10031012,커피머신,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,묘동,1111015100,16
201904,가구/인테리어,1001,DIY자재/DIY용품,10011001,가구부속품,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,실내용 가구,560101,서울특별시,11,종로구,11110,묘동,1111015100,4
201904,식품,1006,농산물,10061006,농산물쌀,1.0061E+11,식음료품 및 담배,50,농산물,5001,곡물 및 두류,500102,서울특별시,11,종로구,11110,부암동,1111018400,43
201904,가구/인테리어,1001,인테리어소품,10011009,액자,1.0011E+11,교육/게임/예술,60,미술/공예,6004,사진틀,600403,서울특별시,11,금천구,11545,가산동,1154510100,21
201904,가구/인테리어,1001,인테리어소품,10011009,액자,1.0011E+11,교육/게임/예술,60,미술/공예,6004,사진틀,600403,서울특별시,11,종로구,11110,부암동,1111018400,3
201904,생활건강,1004,완구,10041013,완구기타,1.0041E+11,교육/게임/예술,60,장난감 및 게임,6003,장난감,600301,서울특별시,11,종로구,11110,묘동,1111015100,15
201904,생활건강,1004,수집품,10041010,무선수집품/RC,1.0041E+11,스포츠 및 레저용품,49,레저/건강 장비,4903,기타 스포츠/레저용품,490302,서울특별시,11,금천구,11545,가산동,1154510100,68
201904,가구/인테리어,1001,DIY자재/DIY용품,10011001,가구부속품,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,실내용 가구,560101,서울특별시,11,종로구,11110,부암동,1111018400,7
201904,식품,1006,가공식품,10061001,조미료,1.0061E+11,식음료품 및 담배,50,김치 및 향신료,5005,조미료/양념 및 방부제,500502,서울특별시,11,종로구,11110,묘동,1111015100,3
201904,디지털/가전,1003,주방가전,10031012,전기포트,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,묘동,1111015100,1
201904,디지털/가전,1003,이미용가전,10031009,이미용기기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,욕실용 가전기기,520102,서울특별시,11,종로구,11110,공평동,1111012700,7
201904,디지털/가전,1003,주방가전,10031012,전기포트,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,구기동,1111018200,3
201904,디지털/가전,1003,주방가전,10031012,전기포트,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,주방용 가전기기,520101,서울특별시,11,종로구,11110,부암동,1111018400,3
201904,디지털/가전,1003,이미용가전,10031009,이미용기기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,욕실용 가전기기,520102,서울특별시,11,금천구,11545,가산동,1154510100,558
201904,생활건강,1004,욕실용품,10041014,욕실잡화,1.0041E+11,가정용품 및 가전제품,52,욕실용품 및 소품,5205,기타 욕실 소품,520502,서울특별시,11,종로구,11110,공평동,1111012700,4
201904,디지털/가전,1003,계절가전,10031002,전기매트/전기장판,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,기타 가전기기 및 제품,520104,서울특별시,11,종로구,11110,구기동,1111018200,4
201904,생활건강,1004,욕실용품,10041014,욕실잡화,1.0041E+11,가정용품 및 가전제품,52,욕실용품 및 소품,5205,기타 욕실 소품,520502,서울특별시,11,금천구,11545,가산동,1154510100,329
201904,생활건강,1004,욕실용품,10041014,욕실잡화,1.0041E+11,가정용품 및 가전제품,52,욕실용품 및 소품,5205,기타 욕실 소품,520502,서울특별시,11,종로구,11110,구기동,1111018200,43
201904,디지털/가전,1003,계절가전,10031002,전기매트/전기장판,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,기타 가전기기 및 제품,520104,서울특별시,11,종로구,11110,부암동,1111018400,2
201904,화장품/미용,1010,색조화장품,10101005,베이스메이크업,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,부암동,1111018400,80
201904,화장품/미용,1010,색조화장품,10101005,베이스메이크업,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,구기동,1111018200,160
201904,화장품/미용,1010,색조화장품,10101005,베이스메이크업,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,금천구,11545,가산동,1154510100,1739
201904,화장품/미용,1010,색조화장품,10101005,베이스메이크업,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,묘동,1111015100,25
201904,생활건강,1004,공구,10041002,안전용품,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,종로구,11110,부암동,1111018400,6
201904,디지털/가전,1003,게임기/타이틀,10031001,게임기주변기기,1.0031E+11,교육/게임/예술,60,장난감 및 게임,6003,게임,600302,서울특별시,11,종로구,11110,구기동,1111018200,3
201904,디지털/가전,1003,게임기/타이틀,10031001,게임기주변기기,1.0031E+11,교육/게임/예술,60,장난감 및 게임,6003,게임,600302,서울특별시,11,종로구,11110,묘동,1111015100,4
201904,생활건강,1004,공구,10041002,안전용품,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,금천구,11545,가산동,1154510100,289
201904,생활건강,1004,공구,10041002,안전용품,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,종로구,11110,묘동,1111015100,2
201904,디지털/가전,1003,게임기/타이틀,10031001,게임기주변기기,1.0031E+11,교육/게임/예술,60,장난감 및 게임,6003,게임,600302,서울특별시,11,금천구,11545,가산동,1154510100,143
201904,가구/인테리어,1001,수납가구,10011005,수납제품,1.0011E+11,가구 및 홈데코,56,가정용 가구,5601,실내용 가구,560101,서울특별시,11,종로구,11110,부암동,1111018400,16
201904,식품,1006,수산물,10061008,건어물,1.0061E+11,식음료품 및 담배,50,수산물,5002,수산동물류,500201,서울특별시,11,금천구,11545,가산동,1154510100,174
201904,생활건강,1004,공구,10041002,안전용품,1.0041E+11,가구 및 홈데코,56,DIY 건자재 및 공구,5603,가정용 공구,560302,서울특별시,11,종로구,11110,구기동,1111018200,17
201904,생활건강,1004,생활용품,10041008,화장지,1.0041E+11,가정용품 및 가전제품,52,청소 및 위생용품,5203,일반종이제품,520304,서울특별시,11,종로구,11110,공평동,1111012700,30
201904,화장품/미용,1010,색조화장품,10101005,색조화장품기타,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,묘동,1111015100,2
201904,디지털/가전,1003,음향가전,10031008,스피커,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,영상기기 및 액세서리,520202,서울특별시,11,종로구,11110,부암동,1111018400,5
201904,디지털/가전,1003,음향가전,10031008,MP3/PMP액세서리,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,영상기기 및 액세서리,520202,서울특별시,11,금천구,11545,가산동,1154510100,2
201904,생활건강,1004,애완,10041012,애완,1.0041E+11,애완 동물 및 원예,10,애완동물용품,1002,애완동물 액세서리 및 장비,100201,서울특별시,11,금천구,11545,가산동,1154510100,1240
201904,생활건강,1004,애완,10041012,애완,1.0041E+11,애완 동물 및 원예,10,애완동물용품,1002,애완동물 액세서리 및 장비,100201,서울특별시,11,종로구,11110,구기동,1111018200,266
201904,생활건강,1004,애완,10041012,애완,1.0041E+11,애완 동물 및 원예,10,애완동물용품,1002,애완동물 액세서리 및 장비,100201,서울특별시,11,종로구,11110,부암동,1111018400,185
201904,식품,1006,반찬,10061007,김치,1.0061E+11,식음료품 및 담배,50,김치 및 향신료,5005,김치,500501,서울특별시,11,금천구,11545,가산동,1154510100,105
201904,화장품/미용,1010,뷰티소품,10101004,메이크업브러시,1.0101E+11,의류/가방 및 개인신체관리용품,53,개인신체관리용품,5304,목욕 및 바디용품,530402,서울특별시,11,종로구,11110,묘동,1111015100,2
201904,가구/인테리어,1001,침실제품,10011012,침구세트,1.0011E+11,가정용품 및 가전제품,52,침구 및 패브릭 제품,5206,침구,520601,서울특별시,11,종로구,11110,묘동,1111015100,2
201904,디지털/가전,1003,컴퓨터,10031014,PC액세서리,1.0031E+11,통신 및 컴퓨터,43,컴퓨터장비 및 액세서리,4302,컴퓨터 부속 및 액세서리,430204,서울특별시,11,종로구,11110,묘동,1111015100,5
201904,디지털/가전,1003,카메라/캠코더,10031013,카메라플래시/조명용품,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,카메라/캠코더 및 액세서리,520203,서울특별시,11,종로구,11110,묘동,1111015100,3
201904,디지털/가전,1003,생활가전,10031006,건조기/탈수기,1.0031E+11,가정용품 및 가전제품,52,가전기기제품,5201,기타 가전기기 및 제품,520104,서울특별시,11,금천구,11545,가산동,1154510100,30
201904,디지털/가전,1003,카메라/캠코더,10031013,카메라플래시/조명용품,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,카메라/캠코더 및 액세서리,520203,서울특별시,11,금천구,11545,가산동,1154510100,64
201904,디지털/가전,1003,카메라/캠코더,10031013,카메라플래시/조명용품,1.0031E+11,가정용품 및 가전제품,52,멀티미디어 제품,5202,카메라/캠코더 및 액세서리,520203,서울특별시,11,종로구,11110,구기동,1111018200,2
201904,생활건강,1004,정원/원예용품,10041019,정원/원예용품,1.0041E+11,애완 동물 및 원예,10,식물/원예,1003,원예 장비 및 재료,100302,서울특별시,11,종로구,11110,공평동,1111012700,3
